PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
7652,144207657,23675796,COC(=O)C1=CC(=CC(=C1)S(=O)(=O)[O-])C(=O)OC.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7653,144207658,78501,CC(CO)(CO)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7654,144207660,23368,CC(C)OC(=O)CCCCC(=O)OC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,TCI
7655,144207661,159747,C=CC(=O)[O-].C=CC(=O)[O-].[Zn+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7656,144207662,6197816,CC/C(=N/O[Si](O/N=C(\CC)/C)(O/N=C(/CC)\C)C)/C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pfaltz-Bauer
7657,144207664,33934,CC(C)CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7658,144207668,7892,CCCC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7659,144207669,67151,C1CN(CCN1CCO)CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7660,144207670,12160,CCC1=CC=C(C=C1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7661,144207672,15348,CC1=CN=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7662,144207673,75498,C1=CC2=C(C=C1C(=O)C3=CC4=C(C=C3)C(=O)OC4=O)C(=O)OC2=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7663,144207674,18062,CC(C)(C1=CC=C(C=C1)C(C)(C)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7664,144207675,7198,COC(=O)C1CCC(CC1)C(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7665,144207676,2723856,CC[C@H](CO)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7666,144207677,82029,C[N+]1(CCOCC1)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7667,144207678,117915,CC1=C(C=CC(=C1)OC)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7668,144207679,516872,C(#N)[S-].[K+],Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7669,144207681,1118,OS(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7670,144207682,24648,O=S(=O)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7671,144207683,22833454,CCCC(CC)CCCCCCCN,Inactive,0,,,inactive,inactive,,0,inactive,,0,Sensient
7672,144207685,174174,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7673,144207686,5284346,O.O.[Cl-].[Cl-].[Ba+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7674,144207689,10133,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7675,144207690,6209,C[N+](C)(C)CCO.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7676,144207694,3081,CC1(C(=O)NC(=O)O1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
7677,144207695,522325,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7678,144207696,14075,C1COS(=O)(=O)O1,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7679,144207697,77342,C1COS(=O)O1,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7680,144207700,5922,C1=CN=CC=C1C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7681,144207701,7955,C1(=NC(=NC(=N1)N)N)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7682,144207702,13622,COC1=CC=CC(=C1O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7683,144207703,7409,CC(C1=CC=CC=C1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7684,144207705,6670,C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7685,144207706,11945,C1=CC2=C(C=CC(=C2)[N+](=O)[O-])N=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7686,144207708,4763,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,TCI
7687,144207710,6956,C1=CC=C(C(=C1)C(=O)N)C(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7688,144207712,5284451,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Interchem
7689,144207713,656582,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,Sensient
7690,144207714,54704426,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7691,144207716,7247,CC1=CC(=C(C=C1)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7692,144207717,88898,CC1=CC(=C(C=C1)N)C.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Sensient
7693,144207718,4343483,[B-](F)(F)(F)F.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7694,144207719,12867,CC(C)(C)C1=CC(=O)C=C(C1=O)C(C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7695,144207720,13203,C1CCC(=O)C(C1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7696,144207721,67299,C1=C(C(=CC(=C1O)Cl)Cl)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7697,144207722,11701,CC(C)(CC(=O)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7698,144207723,12681,CC(C)(CCC(=O)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7699,144207724,12372,CCCCCCC#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7700,144207725,7420,C1=CC(=CC(=C1)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7701,144207727,12046,CC(CCC(=O)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7702,144207728,11262,CCC(C)C(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7703,144207729,10457,C(CCCC(=O)O)CCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7704,144207730,74563,CCCC(=O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7705,144207731,999,C1=CC=C(C=C1)CC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7706,144207732,867,C(C(=O)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7707,144207734,61144,C(=O)(C(Cl)(Cl)Cl)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7708,144207735,12530,CCCCCCCCCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7709,144207736,8186,CCCCCCCCCCC=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7710,144207738,14138,CCCCCCCOC(=O)C1=CC=C(C=C1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7711,144207743,87250,C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Interchem
7712,144207745,16211115,CCN1C=C[N+](=C1)C.C(#N)[S-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7713,144207747,56638112,COC1=CC(=C(C=C1)C(=O)C2=CC(=CC=C2)O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7714,144207750,16211135,CC[S+](CC)CC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7715,144207751,53316406,CCN1C=C[N+](=C1)C.CCOP(=O)([O-])OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7716,144207754,13065,CC(C)(C1=CC=CC=C1)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7717,144207761,2724552,C1[C@H]([C@@H]([C@@H]([C@@](O1)(CO)O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Acros
7718,144207762,222285,C([C@H]([C@H](CO)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7719,144207764,6427,C(C(F)(Cl)Cl)(F)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7720,144207767,735940,CC(=O)/C=C/C1=CC=CO1,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7721,144207768,23535,CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1N)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7722,144207771,18745,CC(C)(C#N)C(C)(C)C#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7723,144207772,151932,C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].[Cr+3],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7724,144207773,16218739,CC1=CC=C(C=C1)S(=O)(=O)[O-].CC(C)C[P+](C)(CC(C)C)CC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Cytec
7725,144207775,2734160,CCN1C=C[N+](=C1)C.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7726,144207776,193581,CCN.[N+](=O)(O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7727,144207777,171257,C(CO)N.C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7728,144207778,13379149,CNC.[N+](=O)(O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7729,144207781,2734167,CCCCN1C=C[N+](=C1C)C.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7730,144207782,11243457,CCCCN1C=C[N+](=C1C)C.F[P-](F)(F)(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7731,144207783,11832800,CCCCN1C=C[N+](=C1C)C.[I-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7732,144207784,2734244,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7733,144207785,11171745,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7734,144207786,2734174,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7735,144207787,11492381,CCCCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7736,144207789,11424151,CCCCN1C=C[N+](=C1)C.C(#N)[S-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7737,144207802,10197675,CCCN.[N+](=O)(O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7738,144207803,11321106,C[N+]1=CN(C=C1)CC=C.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7739,144207806,2734241,CCCCN1C=C[N+](=C1C)C.[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7740,144207807,2734176,CCCC[N+]1=CC=CC=C1.F[P-](F)(F)(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7741,144207808,2734238,CCCC[N+]1=CC=CC=C1.[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7742,144207812,53316409,CCCC[N+]1(CCCC1)C.F[P-](F)(F)(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7743,144207813,11076461,CCCC[N+]1(CCCC1)C.[I-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7744,144207814,16213711,CCCC[N+]1(CCCC1)C.C(=[N-])=NC#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7745,144207815,7490,CN(C)C1=CC=C(C=C1)N(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7746,144207816,8035,CC(=O)CCC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7747,144207817,7840,CCCBr,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7748,144207818,9709,C1=CC(=C(C=C1F)F)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7749,144207819,2331,C1=CC=C(C=C1)C(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7750,144207820,12252,C(CO)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7751,144207821,2576,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,NTP-MRI Repository
7752,144207823,53316417,CC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7753,144207825,6495,CC(C)(OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7754,144207826,31347,C1CCS(=O)(=O)C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7755,144207827,76191,C1=C(C=C(C=C1Cl)Cl)C(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7756,144207828,25171607,CCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7757,144207831,6554,CCC(C)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7758,144207832,240,C1=CC=C(C=C1)C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7759,144207833,8062,C(CC#N)C#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7760,144207834,15394,CCC(=O)C=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
7761,144207835,9808,C1=CC=C(C(=C1)C(=O)Cl)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7762,144207837,5325504,C(=C/C(=O)Cl)\C(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7763,144207838,6565,C=C(CCl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7764,144207840,5284376,CC(C)N(C(C)C)C(=O)SC/C(=C/Cl)/Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,ChemService
7765,144207841,31297,CS(=O)(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7766,144207842,6577,C(C(=O)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7767,144207843,8868,CCOC(=O)CC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7768,144207844,62493,CC(C)(C)C(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7769,144207845,61274,C(=N)(N)S(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7770,144207846,689043,C1=CC(=C(C=C1/C=C/C(=O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7771,144207848,11734,CC(C(=O)O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7772,144207850,8125,CCCCCCC=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7773,144207851,28207,CCOC1=C(C=C(C=C1)NC(=O)C)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SV Chembiotech
7774,144207852,5366546,CC(C)OC(=O)/C=C(\C)/C=C/CC(C)CCCC(C)(C)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7775,144207853,92629,CC(COC(C)(C)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7776,144207854,12375,CCOCCOCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7777,144207855,6227,C(C(=O)O)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7778,144207856,7237,CC1=CC=CC=C1C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7779,144207858,6379,C[N+](C)(C)C.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7780,144207859,85689,C1CCC2C(C1)C(=O)OC2=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7781,144207861,77929,CC(=O)O[Si](C)(OC(=O)C)OC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7782,144207862,17234,CCCCCCCCCCCCCOC(=O)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7783,144207864,11112,C1=CC(=CN=C1)C(=O)NN,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7784,144207865,24233,CC(C(C)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7785,144207867,8197,C(CNCCNCCNCCN)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
7786,144207870,11328,CC1=CC2=CC=CC(=C2C=C1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7787,144207871,12468,C1=C(C=C(C(=C1Cl)Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7788,144207872,6589,CC(C)C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7789,144207875,7288,CCC(=O)CC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7790,144207876,6936,CC1=CC(=C(C=C1Cl)S(=O)(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Interchem
7791,144207877,9483,C1=CC(=CC(=C1)N=C=O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7792,144207878,21210,CCCCOCC(C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7793,144207879,18196,CN(C)CCN(C)CCN(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7794,144207882,77353,CC(=C)C1=CC(=CC=C1)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7795,144207883,60999,C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7796,144207884,197835,CN1CCC2=CC3=C(C=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OCO3,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7797,144207885,29228,C1=C(C=C(C(=C1Cl)[N+](=O)[O-])Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7798,144207886,67967,C1=CC(=C(C=C1F)F)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7799,144207888,61186,CCCCC(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Acros
7800,144207889,,,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7801,144207890,7264,CC1=CC(=C(C=C1)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7802,144207892,13539,CC(COC(=O)C(=C)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
7803,144207894,10473,CNC.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7804,144207897,60960,C([C@@H](C(=O)O)N)S.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7805,144207900,7621,CCCCN(CCCC)CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7806,144207901,227,C1=CC=C(C(=C1)C(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7807,144207904,11568,C1=CC(=CC(=C1)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7808,144207905,12589,CCCCCC[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7809,144207907,7281,C(C(CBr)Br)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7810,144207909,8908,CCCCCCOC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7811,144207910,7333,CC1=CC=CC=C1NC(=NC2=CC=CC=C2C)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7812,144207911,10795,CC(OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7813,144207912,82261,CCCCCCCCS(=O)(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7814,144207913,23670844,C1=C(C=C(C=C1C(=O)O)S(=O)(=O)[O-])C(=O)O.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7815,144207915,12040508,CCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Io-li-tec
7816,144207917,7681,CN(C)CC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7817,144207920,329983,CC1CCC2=C(C1)OC=C2C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Acros
7818,144207921,11597,CCCCC=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7819,144207922,6214,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7820,144207924,2155,C1=CSC(=N1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7821,144207928,11124,CCC(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7822,144207930,85557,C1=CC2=C(C=CC(=C2)O)C=C1C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7823,144207931,12703,CCN(CC)C(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7824,144207932,10941,C1=CC(=CC(=C1)N)N.Cl.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7825,144207934,7719,CCCCC(CC)CN,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7826,144207935,8494,CC(=O)C1=CC(=CC=C1)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7827,144207936,16637,CC(C)NC(=O)C=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7828,144207937,10423,C1COC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7829,144207938,11684,CCC(C)(C)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7830,144207939,263,CCCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7831,144207940,6737,C1=CC(=C(C(=C1)Cl)C=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7832,144207941,7331,COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7833,144207942,25418,CCN(C)N=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,ChemService
7834,144207943,590836,CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,MP Biomedicals
7835,144207944,66912,C1=CC(=CC=C1OCCO)OCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7836,144207949,6921,C1=CC=C(C(=C1)C(F)(F)F)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7837,144207951,7745,CCCC(C)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7838,144207952,31230,CC(=O)NC1=CC=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7839,144207953,31553,COC1=C(C=CC(=C1)[C@@H]2[C@H](OC3=C(O2)C=C(C=C3)[C@@H]4[C@H](C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7840,144207954,5787,C1=CC(=C(C=C1Cl)Cl)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7841,144207958,7386,C1=CC(=CC(=C1)[N+](=O)[O-])C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7842,144207959,7158,CC(C(=O)O)OC1=CC(=C(C=C1Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7843,144207960,5984,C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7844,144207961,61012,CCN(CC)CCOC(=O)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7845,144207962,638144,CCOC(=O)/C=C/C(=O)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7846,144207965,2777982,C(=S)(C(=S)N)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
7847,144207967,7766,CCOC(=O)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SIGMA
7848,144207968,4463,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,Inactive,0,,,inactive,inactive,,0,inactive,,0,Toronto Research
